"","id","gene","flag","first_pos","second_pos","length","quality","essentiel","init"
"743","ECK0390-JW0386","araJ",99,406774,407935,1161,"50M","False","r"
"745","ECK0391-JW0387","sbcC",99,408084,411207,3123,"50M","False","r"
"747","ECK0392-JW0388","sbcD",99,411227,412406,1179,"50M","False","r"
"749","ECK0393-JW0389","phoB",99,412601,413267,666,"50M","False","f"
"751","ECK0394-JW0390","phoR",99,413348,414620,1272,"50M","False","f"
"753","ECK0395-JW0391","brnQ",99,415050,416346,1296,"50M","False","f"
"755","ECK0396-JW5055","proY",99,416445,417795,1350,"50M","False","f"
"757","ECK0397-JW0393","malZ",99,417974,419768,1794,"50M","False","f"
"759","ECK0398-JW0394","yajB",99,419814,420372,558,"50M","False","r"
"761","ECK0399-JW0395","queA",99,420470,421517,1047,"50M","False","f"
"763","ECK0400-JW0396","tgt",99,421596,422700,1104,"50M","False","f"
"765","ECK0401-JW0397","yajC",99,422746,423055,309,"50M","False","f"
"767","ECK0402-JW0398","secD",99,423106,424930,1824,"50M","False","f"
"769","ECK0403-JW0399","secF",99,424964,425912,948,"50M","False","f"
"771","ECK0404-JW0400","yajD",99,426064,426388,324,"50M","False","f"
"773","ECK0405-JW0401","tsx",99,426606,427467,861,"50M","False","r"
"775","ECK0406-JW5056","yajI",99,427789,428365,576,"50M","False","r"
"777","ECK0407-JW0403","ybaD",99,428461,428887,426,"50M","False","f"
"779","ECK0408-JW0404","ribD",99,428914,429994,1080,"50M","False","f"
"781","ECK0409-JW0405","ribE",99,430106,430553,447,"50M","False","f"
"783","ECK0410-JW0406","nusB",99,430596,430992,396,"50M","False","f"
"785","ECK0411-JW0407","thiL",99,431093,432026,933,"50M","False","f"
"787","ECK0412-JW0408","pgpA",99,432048,432543,495,"50M","False","f"
"789","ECK0413-JW0409","yajO",99,432638,433589,951,"50M","False","r"
"791","ECK0414-JW0410","dxs",99,433792,435631,1839,"50M","False","r"
"793","ECK0415-JW0411","ispA",99,435679,436555,876,"50M","False","r"
"795","ECK0416-JW0412","xseB",99,436578,436797,219,"50M","False","r"
"797","ECK0417-JW0413","thiI",99,437008,438433,1425,"50M","False","f"
"799","ECK0418-JW5057","yajL",99,438528,439095,567,"50M","False","r"
"801","ECK0419-JW0415","panE",99,439081,439969,888,"50M","False","r"
"803","ECK0420-JW5058","yajQ",99,439974,440610,636,"50M","False","f"
"805","ECK0421-JW5059","yajR",99,440779,442126,1347,"50M","False","r"
"807","ECK0422-JW0418","cyoE",99,442292,443159,867,"50M","False","r"
"809","ECK0423-JW0419","cyoD",99,443194,443500,306,"50M","False","r"
"811","ECK0424-JW0420","cyoC",99,443523,444114,591,"50M","False","r"
"813","ECK0425-JW0421","cyoB",99,444127,446095,1968,"50M","False","r"
"815","ECK0426-JW0422","cyoA",99,446140,447064,924,"50M","False","r"
"817","ECK0427-JW0423","ampG",99,447547,448999,1452,"50M","False","r"
"819","ECK0428-JW0424","yajG",99,449066,449621,555,"50M","False","r"
"821","ECK0429-JW5060","bolA",99,449898,450225,327,"50M","False","f"
"823","ECK0430-JW0426","tig",99,450592,451867,1275,"50M","False","f"
"825","ECK0431-JW0427","clpP",99,452136,452736,600,"50M","False","f"
"827","ECK0432-JW0428","clpX",99,452885,454136,1251,"50M","False","f"
"829","ECK0433-JW0429","lon",99,454347,456678,2331,"50M","False","f"
"831","ECK0434-JW0430","hupB",99,456910,457159,249,"50M","False","f"
"833","ECK0435-JW0431","ppiD",99,457374,459222,1848,"50M","False","f"
"835","ECK0436-JW0432","ybaV",99,459396,459744,348,"50M","False","f"
"837","ECK0437-JW0433","ybaW",99,459861,460236,375,"50M","False","f"
"839","ECK0438-JW0434","ybaX",99,460329,461001,672,"50M","False","r"
"841","ECK0439-JW0435","ybaE",99,461089,462766,1677,"50M","False","r"
"843","ECK0440-JW0436","cof",99,462871,463666,795,"50M","False","f"
"845","ECK0441-JW0437","ybaO",99,463842,464277,435,"50M","False","f"
"847","ECK0442-JW0438","mdlA",99,464330,466079,1749,"50M","False","f"
"849","ECK0443-JW5061","mdlB",99,466095,467853,1758,"50M","False","f"
"851","ECK0444-JW0440","glnK",99,468057,468372,315,"50M","False","f"
"853","ECK0445-JW0441","amtB",99,468425,469688,1263,"50M","False","f"
"855","ECK0446-JW0442","tesB",99,469778,470615,837,"50M","False","r"
"857","ECK0447-JW0443","ybaY",99,470838,471387,549,"50M","False","f"
"859","ECK0448-JW0444","ybaZ",99,471459,471825,366,"50M","False","r"
"861","ECK0450-JW0445","ybaA",99,472131,472461,330,"50M","False","f"
"863","ECK0451-JW5062","ylaB",99,472544,474077,1533,"50M","False","r"
"865","ECK0452-JW5063","ylaC",99,474258,474744,486,"50M","False","r"
"867","ECK0453-JW0448","maa",99,474844,475372,528,"50M","False","r"
"869","ECK0454-JW0449","hha",99,475567,475762,195,"50M","False","r"
"871","ECK0455-JW0450","ybaJ",99,475811,476162,351,"50M","False","r"
"873","ECK0456-JW0451","acrB",99,476731,479857,3126,"50M","False","r"
"875","ECK0457-JW0452","acrA",99,479903,481073,1170,"50M","False","r"
"877","ECK0458-JW0453","acrR",99,481220,481844,624,"50M","False","f"
"879","ECK0459-JW0454","kefA",99,481995,485334,3339,"50M","False","f"
"881","ECK0460-JW0455","ybaM",99,485587,485725,138,"50M","False","r"
"883","ECK0461-JW0456","priC",99,485762,486266,504,"50M","False","r"
"885","ECK0462-JW0457","ybaN",99,486341,486695,354,"50M","False","f"
"887","ECK0463-JW0458","apt",99,486871,487399,528,"50M","False","f"
"889","ECK0464-JW0459","dnaX",99,487551,489459,1908,"50M","False","f"
"891","ECK0465-JW0460","ybaB",99,489535,489841,306,"50M","False","f"
"893","ECK0466-JW0461","recR",99,489864,490446,582,"50M","False","f"
"895","ECK0467-JW0462","htpG",99,490579,492430,1851,"50M","False","f"
"897","ECK0468-JW0463","adk",99,492634,493255,621,"50M","False","f"
"899","ECK0469-JW0464","hemH",99,493514,494453,939,"50M","False","f"
"901","ECK0470-JW0465","aes",99,494491,495427,936,"50M","False","r"
"903","ECK0471-JW0466","gsk",99,495584,496865,1281,"50M","False","f"
"905","ECK0472-JW0467","ybaL",99,497039,498692,1653,"50M","False","r"
"907","ECK0473-JW0468","fsr",99,498953,500150,1197,"50M","False","r"
"909","none-JW5064","none",99,500191,500353,162,"50M","False","f"
"911","ECK0474-JW0469","ushA",99,500373,502002,1629,"50M","False","f"
"913","ECK0475-JW0470","ybaK",99,502080,502536,456,"50M","False","r"
"915","ECK0476-JW0471","ybaP",99,502763,503534,771,"50M","False","r"
"917","ECK0477-JW0472","ybaQ",99,503677,503995,318,"50M","False","f"
"919","ECK0478-JW0473","copA",99,504352,506833,2481,"50M","False","r"
"921","ECK0479-JW0474","ybaS",99,507100,508009,909,"50M","False","f"
"923","ECK0480-JW0475","ybaT",99,508035,509304,1269,"50M","False","f"
"925","ECK0481-JW0476","cueR",99,509452,509836,384,"50M","False","f"
"927","ECK0482-JW5065","ybbJ",99,509878,510313,435,"50M","False","r"
"929","ECK0483-JW0478","ybbK",99,510333,511227,894,"50M","False","r"
"931","ECK0484-JW0479","ybbL",99,511378,512032,654,"50M","False","f"
"933","ECK0485-JW5066","ybbM",99,512015,512798,783,"50M","False","f"
"935","ECK0486-JW5067","ybbN",99,512902,513769,867,"50M","False","r"
"937","ECK0487-JW0482","ybbO",99,513817,514603,786,"50M","False","r"
"939","ECK0488-JW0483","tesA",99,514616,515219,603,"50M","False","r"
"941","ECK0489-JW0484","ybbA",99,515192,515855,663,"50M","False","f"
"943","ECK0490-JW0485","ybbP",99,515875,518266,2391,"50M","False","f"
"945","ECK0491-JW0486","rhsD",97,518720,522977,4257,"50M","False","f"
"947","ECK0492-JW0487","ybbC",99,523040,523385,345,"50M","False","f"
"949","ECK0493-JW0488","ylbH",99,523408,524095,687,"50M","False","f"
"951","ECK0494-JW0489","ybbD",99,524099,524336,237,"50M","False","f"
"953","none-JW5068","none",99,524892,525084,192,"50M","False","r"
"955","none-JW5069","none",99,525122,525470,348,"50M","False","r"
"957","ECK0496-JW0491","ybbB",99,525609,526680,1071,"50M","False","r"
"959","ECK0497-JW0492","ybbS",99,526772,527675,903,"50M","False","r"
"961","ECK0498-JW0493","allA",99,527910,528369,459,"50M","False","f"
"963","ECK0499-JW0494","allR",99,528470,529262,792,"50M","False","f"
"965","ECK0500-JW0495","gcl",99,529375,531133,1758,"50M","False","f"
"967","ECK0501-JW0496","hyi",99,531169,531922,753,"50M","False","f"
"969","ECK0502-JW0497","glxR",99,532045,532900,855,"50M","False","f"
"971","ECK0503-JW0498","ybbV",99,532955,533210,255,"50M","False","f"
"973","ECK0504-JW0499","ybbW",99,533092,534523,1431,"50M","False","f"
"975","ECK0505-JW0500","allB",99,534606,535944,1338,"50M","False","f"
"977","ECK0506-JW0501","ybbY",99,536024,537302,1278,"50M","False","f"
"979","ECK0507-JW0502","glxK",99,537347,538469,1122,"50M","False","f"
"981","ECK0508-JW0503","ylbA",99,538738,539500,762,"50M","False","r"
"983","ECK0509-JW0504","allC",99,539534,540746,1212,"50M","False","r"
"985","ECK0510-JW0505","allD",99,540791,541817,1026,"50M","False","r"
"987","ECK0511-JW0506","fdrA",99,542139,543783,1644,"50M","False","f"
"989","ECK0512-JW0507","ylbE",99,543816,544053,237,"50M","False","f"
"991","ECK0512-JW0508","ylbE",99,544073,545052,979,"41M1D9M","False","f"
"993","ECK0513-JW0509","ylbF",99,545086,545878,792,"50M","False","f"
"995","ECK0514-JW0510","ybcF",99,545898,546768,870,"50M","False","f"
"997","ECK0515-JW0511","purK",99,547004,548048,1044,"50M","False","r"
"999","ECK0516-JW0512","purE",99,548068,548554,486,"50M","False","r"
"1001","ECK0517-JW0513","lpxH",99,548695,549394,699,"50M","False","r"
"1003","ECK0518-JW0514","ppiB",99,549420,549891,471,"50M","False","r"
"1005","ECK0519-JW0515","cysS",99,550070,551432,1362,"50M","False","f"
"1007","ECK0520-JW0516","ybcI",99,551509,552007,498,"50M","False","r"
"1009","ECK0521-JW5070","ybcJ",99,552138,552327,189,"50M","False","r"
"1011","ECK0522-JW0518","folD",99,552352,553195,843,"50M","False","r"
"1013","ECK0523-JW0519","sfmA",99,553671,554190,519,"50M","False","f"
"1015","ECK0524-JW0520","sfmC",99,554433,555102,669,"50M","False","f"
"1017","ECK0525-JW0521","sfmD",99,555156,557736,2580,"50M","False","f"
"1019","ECK0526-JW5071","sfmH",99,557801,558755,954,"50M","False","f"
"1021","ECK0527-JW5072","sfmF",99,558789,559281,492,"50M","False","f"
"1023","ECK0528-JW5073","fimZ",99,559325,559997,672,"50M","False","r"
"1025","ECK0530-JW0525","intD",99,560292,561432,1140,"50M","False","r"
"1027","ECK0531-JW0526","ybcC",99,561575,561815,240,"50M","False","r"
"1029","ECK0532-JW0527","ybcD",99,561910,562123,213,"50M","False","f"
"1031","ECK0533-JW0530","renD",99,563521,563683,162,"50M","False","f"
"1033","ECK0534-JW0531","emrE",99,563774,564083,309,"50M","False","f"
"1035","none-JW5075","none",99,564154,564280,126,"50M","False","f"
"1037","ECK0535-JW0532","ybcK",99,564361,565864,1503,"50M","False","f"
"1039","ECK0536-JW0533","ybcL",99,566352,566880,528,"50M","False","f"
"1041","ECK0537-JW0534","ybcM",99,566913,567687,774,"50M","False","f"
"1043","ECK0538-JW0535","ybcN",99,567925,568357,432,"50M","False","f"
"1045","ECK0539-JW0536","ninE",99,568380,568527,147,"50M","False","f"
"1047","ECK0540-JW0537","ybcO",99,568543,568810,267,"50M","False","f"
"1049","ECK0541-JW0538","rusA",99,568830,569169,339,"50M","False","f"
"1051","ECK0542-JW5076","ylcG",99,569189,569306,117,"50M","False","f"
"1053","ECK0543-JW0539","ybcQ",99,569415,569775,360,"50M","False","f"
"1055","ECK0544-JW5078","nmpC",99,571235,572339,1104,"50M","False","r"
"1057","ECK0545-JW0543","essD",99,572857,573049,192,"50M","False","f"
"1059","ECK0546-JW0544","ybcS",99,573072,573546,474,"50M","False","f"
"1061","ECK0547-JW5079","rzpD",99,573554,574004,450,"50M","False","f"
"1063","ECK0548-JW5080","rzoD",99,573786,573945,159,"50M","False","f"
"1065","ECK0549-JW0546","borD",99,574077,574347,270,"50M","False","r"
"1067","ECK0550-JW5081","ybcV",99,574661,575171,510,"50M","False","r"
"1069","ECK0551-JW0548","ybcW",99,575339,575522,183,"50M","False","f"
"1071","ECK0552-JW0549","nohB",99,576293,576815,522,"50M","False","f"
"1073","ECK0553-JW5815","tfaD",99,576813,577533,720,"50M","False","f"
"1075","ECK0554-JW0551","ybcY",99,577629,578190,561,"50M","False","r"
"1077","ECK0555-JW0552","ylcE",99,578334,578496,162,"50M","False","f"
"1079","ECK0556-JW0553","appY",99,579140,579866,726,"50M","False","f"
"1081","ECK0557-JW0554","ompT",99,580157,581087,930,"50M","False","r"
"1083","ECK0558-JW0555","envY",99,581624,582362,738,"50M","False","r"
"1085","ECK0559-JW0556","ybcH",99,582568,583435,867,"50M","False","r"
"1087","ECK0560-JW0557","nfrA",99,583459,586408,2949,"50M","False","r"
"1089","ECK0561-JW0558","nfrB",99,586418,588632,2214,"50M","False","r"
"1091","ECK0562-JW5082","cusS",99,588805,590236,1431,"50M","False","r"
"1093","ECK0563-JW0560","cusR",99,590237,590897,660,"50M","False","r"
"1095","ECK0564-JW0561","cusC",99,591059,592409,1350,"50M","False","f"
"1097","ECK0565-JW0562","cusF",99,592590,592899,309,"50M","False","f"
"1099","ECK0566-JW0563","cusB",99,592938,594138,1200,"50M","False","f"
"1101","ECK0567-JW0564","cusA",99,594173,597293,3120,"50M","False","f"
"1103","ECK0568-JW0565","pheP",99,597418,598771,1353,"50M","False","f"
"1105","ECK0569-JW0566","ybdG",99,598893,600117,1224,"50M","False","r"
"1107","ECK0570-JW0567","nfnB",99,600248,600878,630,"50M","False","r"
"1109","ECK0571-JW5083","ybdF",99,600995,601451,456,"50M","False","r"
"1111","ECK0572-JW0569","ybdJ",99,601428,601653,225,"50M","False","r"
"1113","ECK0573-JW0570","ybdK",99,601742,602837,1095,"50M","False","r"
"1115","ECK0574-JW5084","hokE",99,603196,603424,228,"50M","False","f"
"1117","ECK0575-JW5085","entD",99,604936,605542,606,"50M","False","r"
"1119","ECK0576-JW5086","fepA",99,605731,608008,2277,"50M","False","r"
"1121","ECK0577-JW0576","fes",99,608274,609375,1101,"50M","False","f"
"1123","ECK0578-JW0577","ybdZ",99,609401,609596,195,"50M","False","f"
"1125","ECK0579-JW0578","entF",97,609616,613474,3858,"50M","False","f"
"1127","ECK0580-JW0579","fepE",99,613713,614823,1110,"50M","False","f"
"1129","ECK0581-JW0580","fepC",99,614861,615653,792,"50M","False","r"
"1131","ECK0582-JW0581","fepG",99,615673,616642,969,"50M","False","r"
"1133","ECK0583-JW0582","fepD",99,616662,617643,981,"50M","False","r"
"1135","ECK0584-JW0583","ybdA",99,617759,618986,1227,"50M","False","f"
"1137","ECK0585-JW0584","fepB",99,619031,619964,933,"50M","False","r"
"1139","ECK0586-JW0585","entC",99,620344,621496,1152,"50M","False","f"
"1141","ECK0587-JW0586","entE",99,621529,623116,1587,"50M","False","f"
"1143","ECK0588-JW0587","entB",99,623153,623987,834,"50M","False","f"
"1145","ECK0589-JW0588","entA",99,624010,624733,723,"50M","False","f"
"1147","ECK0590-JW0589","ybdB",99,624759,625149,390,"50M","False","f"
"1149","ECK0591-JW0590","cstA",99,625353,627435,2082,"50M","False","f"
"1151","ECK0592-JW0591","ybdD",99,627641,627815,174,"50M","False","f"
"1153","ECK0593-JW0592","ybdH",99,627866,628931,1065,"50M","False","r"
"1155","ECK0594-JW0593","ybdL",99,629045,630182,1137,"50M","False","f"
"1157","ECK0595-JW0594","ybdM",99,630224,630830,606,"50M","False","r"
"1159","ECK0596-JW0595","ybdN",99,630826,632023,1197,"50M","False","r"
"1161","ECK0597-JW0596","ybdO",99,632193,633072,879,"50M","False","r"
"1163","ECK0598-JW0597","dsbG",99,633304,634027,723,"50M","False","r"
"1165","ECK0599-JW0598","ahpC",99,634404,634944,540,"50M","False","f"
"1167","ECK0600-JW0599","ahpF",99,635212,636754,1542,"50M","False","f"
"1169","ECK0601-JW0600","uspG",99,636916,637321,405,"50M","False","r"
"1171","ECK0602-JW0601","ybdR",99,637547,638762,1215,"50M","False","f"
"1173","ECK0603-JW0602","rnk",99,639034,639421,387,"50M","False","r"
"1175","ECK0604-JW0603","rna",99,639674,640457,783,"50M","False","r"
"1177","ECK0605-JW0604","citT",99,640594,642034,1440,"50M","False","r"
"1179","ECK0606-JW0605","citG",99,642108,642963,855,"50M","False","r"
"1181","ECK0607-JW0606","citX",99,642961,643489,528,"50M","False","r"
"1183","ECK0608-JW5087","citF",99,643516,645025,1509,"50M","False","r"
"1185","ECK0609-JW0608","citE",99,645059,645944,885,"50M","False","r"
"1187","ECK0610-JW0609","citD",99,645964,646237,273,"50M","False","r"
"1189","ECK0611-JW0610","citC",99,646275,647310,1035,"50M","False","r"
"1191","ECK0612-JW0611","citA",99,647694,649329,1635,"50M","False","f"
"1193","ECK0613-JW0612","citB",99,649321,649978,657,"50M","False","f"
"1199","ECK0615-JW0617","crcA",99,652016,652553,537,"50M","False","f"
"1201","ECK0616-JW0618","cspE",99,652751,652937,186,"50M","False","f"
"1203","ECK0617-JW0619","crcB",99,653032,653392,360,"50M","False","r"
"1205","ECK0618-JW0620","ybeH",99,653490,653694,204,"50M","False","f"
"1207","ECK0619-JW0621","ybeM",99,653714,654254,540,"50M","False","f"
"1209","ECK0620-JW0622","tatE",99,654406,654586,180,"50M","False","f"
"1211","ECK0621-JW0623","lipA",99,654728,655670,942,"50M","False","r"
"1213","ECK0622-JW0624","ybeF",99,655902,656832,930,"50M","False","r"
"1215","ECK0623-JW5089","lipB",99,657114,657732,618,"50M","False","r"
"1217","ECK0624-JW0626","ybeD",99,657856,658096,240,"50M","False","r"
"1219","ECK0625-JW0627","dacA",99,658229,659417,1188,"50M","False","r"
"1221","ECK0626-JW0628","rlpA",99,659579,660644,1065,"50M","False","r"
"1223","ECK0627-JW0629","mrdB",99,660678,661767,1089,"50M","False","r"
"1225","ECK0628-JW0630","mrdA",99,661793,663671,1878,"50M","False","r"
"1227","ECK0629-JW0631","ybeA",99,663725,664169,444,"50M","False","r"
"1229","ECK0630-JW5090","ybeB",99,664196,664382,186,"50M","False","r"
"1231","ECK0631-JW0633","cobC",99,664773,665361,588,"50M","False","r"
"1233","ECK0632-JW0634","nadD",99,665408,666026,618,"50M","False","r"
"1235","ECK0633-JW0635","holA",99,666051,667059,1008,"50M","False","r"
"1237","ECK0634-JW0636","rlpB",99,667082,667640,558,"50M","False","r"
"1239","ECK0635-JW0637","leuS",99,667678,670237,2559,"50M","False","r"
"1241","ECK0636-JW0638","ybeL",99,670477,670936,459,"50M","False","f"
"1243","ECK0637-JW5091","ybeQ",99,671047,672007,960,"50M","False","r"
"1245","ECK0638-JW0640","ybeR",99,672170,672854,684,"50M","False","f"
"1247","ECK0639-JW0641","djlB",99,672874,674278,1404,"50M","False","f"
"1249","ECK0640-JW0642","ybeT",99,674329,674860,531,"50M","False","r"
"1251","ECK0641-JW0643","ybeU",99,674967,675651,684,"50M","False","f"
"1253","ECK0642-JW0644","djlC",99,675671,677099,1428,"50M","False","f"
"1255","ECK0643-JW0645","hscC",99,677200,678847,1647,"50M","False","r"
"1257","ECK0644-JW0646","rihA",99,678954,679866,912,"50M","False","r"
"1259","ECK0645-JW0647","gltL",99,680007,680709,702,"50M","False","r"
"1261","ECK0646-JW0648","gltK",99,680732,681383,651,"50M","False","r"
"1263","ECK0647-JW0649","gltJ",99,681406,682123,717,"50M","False","r"
"1265","ECK0648-JW5092","gltI",99,682316,683201,885,"50M","False","r"
"1267","ECK0649-JW0654","lnt",99,684820,686335,1515,"50M","False","r"
"1269","ECK0650-JW0655","ybeX",99,686383,687238,855,"50M","False","r"
"1271","ECK0651-JW0656","ybeY",99,687351,687795,444,"50M","False","r"
"1273","ECK0652-JW0657","ybeZ",99,687815,688871,1056,"50M","False","r"
"1275","ECK0653-JW0658","miaB",99,689008,690409,1401,"50M","False","r"
"1277","ECK0654-JW0659","ubiF",99,690560,691712,1152,"50M","False","f"
"1279","ECK0662-JW0660","asnB",99,692990,694631,1641,"50M","False","r"
"1281","ECK0663-JW0661","nagD",99,695051,695780,729,"50M","False","r"
"1283","ECK0664-JW0662","nagC",99,695851,697048,1197,"50M","False","r"
"1285","ECK0665-JW0663","nagA",99,697080,698205,1125,"50M","False","r"
"1287","ECK0666-JW0664","nagB",99,698288,699065,777,"50M","False","r"
"1289","ECK0667-JW0665","nagE",99,699403,701326,1923,"50M","False","f"
"1291","ECK0668-JW0666","glnS",99,701552,703193,1641,"50M","False","f"
"1293","ECK0669-JW0667","ybfM",99,703793,705176,1383,"50M","False","f"
"1295","ECK0670-JW0668","ybfN",99,705249,705552,303,"50M","False","f"
"1297","ECK0671-JW0669","fur",99,705677,706100,423,"50M","False","r"
"1299","none-JW0670","none",99,706150,706381,231,"50M","False","f"
"1301","ECK0672-JW0671","fldA",99,706412,706919,507,"50M","False","r"
"1303","ECK0673-JW5816","ybfE",99,707082,707421,339,"50M","False","r"
"1305","ECK0674-JW0673","ybfF",99,707515,708256,741,"50M","False","r"
